source_dept,target_dept,collaboration_count,project_type,timestamp
기획재정과,복지정책과,6,교통 정보 시스템,2022-03
행정지원과,복지정책과,7,환경 모니터링,2022-03
세무과,행정지원과,2,문화 행사 기획,2022-03
세무과,보건위생과,7,도시 재생 사업,2022-03
환경관리과,행정지원과,4,문화 행사 기획,2022-03
건축과,기획재정과,4,스마트시티 구축,2022-03
일자리경제과,세무과,3,스마트시티 구축,2022-03
교통행정과,도시계획과,3,교통 정보 시스템,2022-03
도시계획과,문화체육과,4,도시 재생 사업,2022-03
복지정책과,문화체육과,5,건축 인허가 간소화,2022-03
행정지원과,문화체육과,6,일자리 창출,2022-03
세무과,복지정책과,6,도시 재생 사업,2022-03
행정지원과,환경관리과,4,문화 행사 기획,2022-03
세무과,안전관리과,7,교통 정보 시스템,2022-03
건축과,일자리경제과,5,세금 징수 자동화,2022-03
보건위생과,기획재정과,5,안전 관리 체계,2022-03
일자리경제과,행정지원과,5,스마트시티 구축,2022-03
기획재정과,복지정책과,3,도시 재생 사업,2022-03
도시계획과,복지정책과,2,복지 통합 플랫폼,2022-03
문화체육과,기획재정과,7,문화 행사 기획,2022-03
기획재정과,문화체육과,5,문화 행사 기획,2022-03
행정지원과,안전관리과,6,스마트시티 구축,2022-03
기획재정과,교통행정과,2,문화 행사 기획,2022-03
복지정책과,일자리경제과,6,교통 정보 시스템,2022-03
보건위생과,복지정책과,6,문화 행사 기획,2022-03
보건위생과,문화체육과,5,교통 정보 시스템,2022-03
보건위생과,건축과,3,스마트시티 구축,2022-03
일자리경제과,기획재정과,2,세금 징수 자동화,2022-03
건축과,안전관리과,4,교통 정보 시스템,2022-03
행정지원과,문화체육과,5,세금 징수 자동화,2022-03
문화체육과,복지정책과,5,일자리 창출,2022-03
안전관리과,행정지원과,7,도시 재생 사업,2022-03
기획재정과,일자리경제과,7,건축 인허가 간소화,2022-03
복지정책과,일자리경제과,6,보건 데이터 연계,2022-04
세무과,환경관리과,5,건축 인허가 간소화,2022-04
건축과,세무과,5,도시 재생 사업,2022-04
세무과,행정지원과,4,환경 모니터링,2022-04
세무과,교통행정과,7,안전 관리 체계,2022-04
보건위생과,도시계획과,3,도시 재생 사업,2022-04
보건위생과,행정지원과,2,문화 행사 기획,2022-04
안전관리과,보건위생과,3,안전 관리 체계,2022-04
안전관리과,복지정책과,5,건축 인허가 간소화,2022-04
환경관리과,건축과,4,보건 데이터 연계,2022-04
복지정책과,일자리경제과,6,세금 징수 자동화,2022-04
세무과,문화체육과,6,복지 통합 플랫폼,2022-04
행정지원과,안전관리과,5,도시 재생 사업,2022-04
세무과,기획재정과,4,복지 통합 플랫폼,2022-04
보건위생과,건축과,5,교통 정보 시스템,2022-04
건축과,세무과,5,교통 정보 시스템,2022-04
문화체육과,안전관리과,6,도시 재생 사업,2022-04
환경관리과,건축과,4,환경 모니터링,2022-04
세무과,복지정책과,3,세금 징수 자동화,2022-04
교통행정과,건축과,7,일자리 창출,2022-04
도시계획과,건축과,6,스마트시티 구축,2022-04
복지정책과,교통행정과,2,세금 징수 자동화,2022-04
안전관리과,일자리경제과,2,보건 데이터 연계,2022-04
건축과,교통행정과,2,일자리 창출,2022-04
도시계획과,행정지원과,7,안전 관리 체계,2022-04
환경관리과,교통행정과,5,문화 행사 기획,2022-04
건축과,도시계획과,2,교통 정보 시스템,2022-04
환경관리과,교통행정과,4,스마트시티 구축,2022-04
기획재정과,복지정책과,7,환경 모니터링,2022-04
일자리경제과,문화체육과,4,복지 통합 플랫폼,2022-04
세무과,기획재정과,7,세금 징수 자동화,2022-04
도시계획과,보건위생과,5,환경 모니터링,2022-04
환경관리과,보건위생과,6,스마트시티 구축,2022-04
환경관리과,보건위생과,7,문화 행사 기획,2022-04
도시계획과,기획재정과,5,교통 정보 시스템,2022-04
보건위생과,환경관리과,5,일자리 창출,2022-04
세무과,환경관리과,6,도시 재생 사업,2022-04
보건위생과,복지정책과,4,문화 행사 기획,2022-04
행정지원과,세무과,6,안전 관리 체계,2022-04
건축과,행정지원과,6,안전 관리 체계,2022-04
기획재정과,안전관리과,3,안전 관리 체계,2022-04
보건위생과,일자리경제과,7,환경 모니터링,2022-04
보건위생과,복지정책과,7,건축 인허가 간소화,2022-04
문화체육과,세무과,7,복지 통합 플랫폼,2022-04
문화체육과,기획재정과,2,건축 인허가 간소화,2022-05
일자리경제과,문화체육과,3,세금 징수 자동화,2022-05
문화체육과,복지정책과,4,문화 행사 기획,2022-05
세무과,보건위생과,7,환경 모니터링,2022-05
세무과,복지정책과,7,문화 행사 기획,2022-05
보건위생과,복지정책과,4,건축 인허가 간소화,2022-05
교통행정과,행정지원과,3,안전 관리 체계,2022-05
보건위생과,환경관리과,2,복지 통합 플랫폼,2022-05
기획재정과,교통행정과,3,복지 통합 플랫폼,2022-05
복지정책과,건축과,2,건축 인허가 간소화,2022-05
도시계획과,환경관리과,2,복지 통합 플랫폼,2022-05
교통행정과,건축과,3,세금 징수 자동화,2022-05
교통행정과,문화체육과,7,문화 행사 기획,2022-05
환경관리과,건축과,5,도시 재생 사업,2022-05
환경관리과,세무과,7,안전 관리 체계,2022-05
문화체육과,기획재정과,6,문화 행사 기획,2022-05
세무과,안전관리과,4,복지 통합 플랫폼,2022-05
문화체육과,보건위생과,4,문화 행사 기획,2022-05
환경관리과,일자리경제과,7,보건 데이터 연계,2022-05
교통행정과,일자리경제과,7,도시 재생 사업,2022-05
교통행정과,보건위생과,3,보건 데이터 연계,2022-05
교통행정과,문화체육과,7,보건 데이터 연계,2022-05
일자리경제과,세무과,5,환경 모니터링,2022-05
교통행정과,복지정책과,4,환경 모니터링,2022-05
교통행정과,문화체육과,6,보건 데이터 연계,2022-05
건축과,환경관리과,4,복지 통합 플랫폼,2022-05
교통행정과,행정지원과,7,환경 모니터링,2022-05
건축과,세무과,5,세금 징수 자동화,2022-05
복지정책과,건축과,5,복지 통합 플랫폼,2022-05
일자리경제과,문화체육과,2,세금 징수 자동화,2022-05
행정지원과,세무과,7,복지 통합 플랫폼,2022-05
환경관리과,세무과,2,보건 데이터 연계,2022-06
안전관리과,복지정책과,4,환경 모니터링,2022-06
행정지원과,건축과,7,세금 징수 자동화,2022-06
일자리경제과,기획재정과,4,복지 통합 플랫폼,2022-06
보건위생과,세무과,6,복지 통합 플랫폼,2022-06
세무과,일자리경제과,6,환경 모니터링,2022-06
세무과,일자리경제과,5,도시 재생 사업,2022-06
교통행정과,기획재정과,6,복지 통합 플랫폼,2022-06
행정지원과,도시계획과,4,스마트시티 구축,2022-06
세무과,환경관리과,5,스마트시티 구축,2022-06
환경관리과,기획재정과,3,세금 징수 자동화,2022-06
기획재정과,안전관리과,4,세금 징수 자동화,2022-06
건축과,기획재정과,6,환경 모니터링,2022-06
복지정책과,일자리경제과,7,도시 재생 사업,2022-06
안전관리과,건축과,6,스마트시티 구축,2022-06
교통행정과,세무과,6,보건 데이터 연계,2022-06
세무과,보건위생과,7,보건 데이터 연계,2022-06
도시계획과,행정지원과,2,환경 모니터링,2022-06
기획재정과,교통행정과,5,도시 재생 사업,2022-06
문화체육과,보건위생과,7,도시 재생 사업,2022-06
안전관리과,건축과,7,교통 정보 시스템,2022-06
기획재정과,복지정책과,3,도시 재생 사업,2022-06
도시계획과,기획재정과,4,환경 모니터링,2022-06
보건위생과,도시계획과,4,교통 정보 시스템,2022-06
보건위생과,건축과,2,환경 모니터링,2022-06
행정지원과,일자리경제과,4,세금 징수 자동화,2022-06
도시계획과,기획재정과,6,세금 징수 자동화,2022-06
도시계획과,환경관리과,2,도시 재생 사업,2022-06
도시계획과,세무과,7,도시 재생 사업,2022-06
기획재정과,세무과,2,안전 관리 체계,2022-06
도시계획과,행정지원과,2,보건 데이터 연계,2022-06
문화체육과,행정지원과,5,환경 모니터링,2022-06
행정지원과,교통행정과,3,도시 재생 사업,2022-06
복지정책과,문화체육과,5,보건 데이터 연계,2022-06
기획재정과,환경관리과,4,세금 징수 자동화,2022-06
도시계획과,환경관리과,6,문화 행사 기획,2022-07
일자리경제과,보건위생과,2,일자리 창출,2022-07
행정지원과,세무과,7,문화 행사 기획,2022-07
건축과,문화체육과,5,복지 통합 플랫폼,2022-07
기획재정과,보건위생과,7,건축 인허가 간소화,2022-07
보건위생과,건축과,4,문화 행사 기획,2022-07
환경관리과,행정지원과,4,일자리 창출,2022-07
도시계획과,문화체육과,6,보건 데이터 연계,2022-07
보건위생과,일자리경제과,3,건축 인허가 간소화,2022-07
건축과,일자리경제과,4,안전 관리 체계,2022-07
보건위생과,복지정책과,2,보건 데이터 연계,2022-07
교통행정과,안전관리과,3,환경 모니터링,2022-07
안전관리과,일자리경제과,3,문화 행사 기획,2022-07
건축과,교통행정과,5,건축 인허가 간소화,2022-07
세무과,도시계획과,4,문화 행사 기획,2022-07
안전관리과,도시계획과,2,건축 인허가 간소화,2022-07
행정지원과,보건위생과,4,문화 행사 기획,2022-07
건축과,안전관리과,4,안전 관리 체계,2022-07
건축과,행정지원과,7,문화 행사 기획,2022-07
세무과,기획재정과,3,보건 데이터 연계,2022-07
행정지원과,복지정책과,3,보건 데이터 연계,2022-07
세무과,건축과,2,건축 인허가 간소화,2022-07
복지정책과,행정지원과,4,세금 징수 자동화,2022-07
복지정책과,건축과,5,일자리 창출,2022-07
기획재정과,안전관리과,7,복지 통합 플랫폼,2022-07
교통행정과,세무과,4,보건 데이터 연계,2022-07
보건위생과,일자리경제과,4,스마트시티 구축,2022-07
일자리경제과,행정지원과,5,교통 정보 시스템,2022-07
보건위생과,일자리경제과,3,문화 행사 기획,2022-07
환경관리과,기획재정과,7,환경 모니터링,2022-07
교통행정과,일자리경제과,4,복지 통합 플랫폼,2022-07
안전관리과,환경관리과,2,도시 재생 사업,2022-07
기획재정과,건축과,7,건축 인허가 간소화,2022-07
건축과,행정지원과,3,교통 정보 시스템,2022-07
일자리경제과,건축과,7,환경 모니터링,2022-07
문화체육과,일자리경제과,3,환경 모니터링,2022-07
도시계획과,세무과,6,환경 모니터링,2022-07
안전관리과,일자리경제과,7,환경 모니터링,2022-07
교통행정과,일자리경제과,2,건축 인허가 간소화,2022-07
도시계획과,일자리경제과,3,문화 행사 기획,2022-07
문화체육과,교통행정과,2,세금 징수 자동화,2022-07
안전관리과,일자리경제과,6,도시 재생 사업,2022-07
건축과,교통행정과,3,보건 데이터 연계,2022-07
복지정책과,환경관리과,7,환경 모니터링,2022-07
행정지원과,교통행정과,6,보건 데이터 연계,2022-07
건축과,행정지원과,5,문화 행사 기획,2022-08
행정지원과,기획재정과,5,환경 모니터링,2022-08
일자리경제과,안전관리과,3,건축 인허가 간소화,2022-08
건축과,세무과,3,환경 모니터링,2022-08
일자리경제과,보건위생과,2,건축 인허가 간소화,2022-08
교통행정과,건축과,6,교통 정보 시스템,2022-08
행정지원과,교통행정과,2,도시 재생 사업,2022-08
환경관리과,교통행정과,7,교통 정보 시스템,2022-08
보건위생과,환경관리과,5,복지 통합 플랫폼,2022-08
안전관리과,세무과,5,문화 행사 기획,2022-08
문화체육과,건축과,7,보건 데이터 연계,2022-08
보건위생과,건축과,3,교통 정보 시스템,2022-08
건축과,도시계획과,7,일자리 창출,2022-08
안전관리과,기획재정과,5,건축 인허가 간소화,2022-08
행정지원과,문화체육과,4,안전 관리 체계,2022-08
도시계획과,일자리경제과,4,일자리 창출,2022-08
교통행정과,행정지원과,3,교통 정보 시스템,2022-08
안전관리과,환경관리과,5,세금 징수 자동화,2022-08
일자리경제과,도시계획과,2,안전 관리 체계,2022-08
건축과,안전관리과,3,안전 관리 체계,2022-08
일자리경제과,세무과,7,건축 인허가 간소화,2022-08
문화체육과,도시계획과,2,도시 재생 사업,2022-08
보건위생과,행정지원과,4,세금 징수 자동화,2022-08
보건위생과,복지정책과,7,스마트시티 구축,2022-08
건축과,도시계획과,5,안전 관리 체계,2022-08
환경관리과,안전관리과,5,교통 정보 시스템,2022-08
기획재정과,문화체육과,5,일자리 창출,2022-08
보건위생과,일자리경제과,2,스마트시티 구축,2022-08
행정지원과,건축과,2,스마트시티 구축,2022-08
건축과,행정지원과,2,건축 인허가 간소화,2022-08
환경관리과,세무과,2,세금 징수 자동화,2022-08
환경관리과,기획재정과,5,스마트시티 구축,2022-08
문화체육과,도시계획과,2,복지 통합 플랫폼,2022-08
일자리경제과,복지정책과,7,안전 관리 체계,2022-08
안전관리과,일자리경제과,3,일자리 창출,2022-09
도시계획과,환경관리과,4,건축 인허가 간소화,2022-09
안전관리과,복지정책과,4,안전 관리 체계,2022-09
세무과,복지정책과,5,일자리 창출,2022-09
도시계획과,행정지원과,5,복지 통합 플랫폼,2022-09
행정지원과,보건위생과,5,복지 통합 플랫폼,2022-09
기획재정과,일자리경제과,3,보건 데이터 연계,2022-09
행정지원과,환경관리과,6,환경 모니터링,2022-09
문화체육과,일자리경제과,4,복지 통합 플랫폼,2022-09
문화체육과,환경관리과,7,안전 관리 체계,2022-09
기획재정과,안전관리과,5,세금 징수 자동화,2022-09
행정지원과,보건위생과,7,세금 징수 자동화,2022-09
행정지원과,세무과,3,교통 정보 시스템,2022-09
행정지원과,도시계획과,7,문화 행사 기획,2022-09
건축과,세무과,4,보건 데이터 연계,2022-09
기획재정과,도시계획과,4,보건 데이터 연계,2022-09
일자리경제과,보건위생과,4,환경 모니터링,2022-09
세무과,도시계획과,7,안전 관리 체계,2022-09
도시계획과,교통행정과,6,복지 통합 플랫폼,2022-09
문화체육과,환경관리과,4,교통 정보 시스템,2022-09
환경관리과,복지정책과,2,안전 관리 체계,2022-09
안전관리과,문화체육과,2,안전 관리 체계,2022-09
보건위생과,일자리경제과,5,보건 데이터 연계,2022-09
일자리경제과,교통행정과,3,문화 행사 기획,2022-09
도시계획과,세무과,7,복지 통합 플랫폼,2022-09
안전관리과,일자리경제과,2,일자리 창출,2022-09
세무과,문화체육과,5,환경 모니터링,2022-09
세무과,안전관리과,4,세금 징수 자동화,2022-09
환경관리과,복지정책과,6,일자리 창출,2022-09
안전관리과,도시계획과,7,교통 정보 시스템,2022-09
환경관리과,세무과,4,스마트시티 구축,2022-09
행정지원과,건축과,7,건축 인허가 간소화,2022-09
문화체육과,도시계획과,6,세금 징수 자동화,2022-09
일자리경제과,행정지원과,6,복지 통합 플랫폼,2022-09
도시계획과,문화체육과,3,도시 재생 사업,2022-09
기획재정과,환경관리과,3,복지 통합 플랫폼,2022-09
교통행정과,행정지원과,7,세금 징수 자동화,2022-10
일자리경제과,문화체육과,2,교통 정보 시스템,2022-10
일자리경제과,도시계획과,5,건축 인허가 간소화,2022-10
보건위생과,도시계획과,5,환경 모니터링,2022-10
세무과,보건위생과,5,도시 재생 사업,2022-10
세무과,교통행정과,3,문화 행사 기획,2022-10
문화체육과,세무과,6,도시 재생 사업,2022-10
건축과,보건위생과,7,스마트시티 구축,2022-10
일자리경제과,안전관리과,7,도시 재생 사업,2022-10
도시계획과,환경관리과,2,환경 모니터링,2022-10
복지정책과,행정지원과,3,복지 통합 플랫폼,2022-10
도시계획과,보건위생과,4,복지 통합 플랫폼,2022-10
교통행정과,도시계획과,6,스마트시티 구축,2022-10
환경관리과,교통행정과,5,스마트시티 구축,2022-10
보건위생과,환경관리과,2,보건 데이터 연계,2022-10
복지정책과,행정지원과,6,환경 모니터링,2022-10
도시계획과,건축과,2,교통 정보 시스템,2022-10
보건위생과,안전관리과,4,복지 통합 플랫폼,2022-10
도시계획과,안전관리과,7,세금 징수 자동화,2022-10
환경관리과,행정지원과,2,건축 인허가 간소화,2022-10
행정지원과,안전관리과,2,스마트시티 구축,2022-10
보건위생과,건축과,5,도시 재생 사업,2022-10
건축과,기획재정과,2,보건 데이터 연계,2022-10
도시계획과,보건위생과,4,복지 통합 플랫폼,2022-10
세무과,복지정책과,5,보건 데이터 연계,2022-10
도시계획과,보건위생과,7,안전 관리 체계,2022-10
안전관리과,기획재정과,4,일자리 창출,2022-10
기획재정과,행정지원과,4,문화 행사 기획,2022-10
행정지원과,도시계획과,5,세금 징수 자동화,2022-10
교통행정과,복지정책과,2,안전 관리 체계,2022-10
기획재정과,안전관리과,4,스마트시티 구축,2022-10
기획재정과,문화체육과,7,일자리 창출,2022-10
기획재정과,복지정책과,6,스마트시티 구축,2022-10
기획재정과,일자리경제과,2,스마트시티 구축,2022-10
행정지원과,문화체육과,3,환경 모니터링,2022-10
행정지원과,도시계획과,2,일자리 창출,2022-10
건축과,환경관리과,7,안전 관리 체계,2022-10
행정지원과,기획재정과,2,환경 모니터링,2022-10
세무과,복지정책과,6,일자리 창출,2022-10
복지정책과,건축과,6,교통 정보 시스템,2022-10
세무과,행정지원과,4,세금 징수 자동화,2022-10
일자리경제과,세무과,7,환경 모니터링,2022-10
건축과,도시계획과,5,건축 인허가 간소화,2022-10
안전관리과,도시계획과,2,건축 인허가 간소화,2022-10
일자리경제과,안전관리과,6,세금 징수 자동화,2022-11
기획재정과,환경관리과,3,안전 관리 체계,2022-11
복지정책과,세무과,6,교통 정보 시스템,2022-11
환경관리과,기획재정과,2,환경 모니터링,2022-11
복지정책과,도시계획과,6,건축 인허가 간소화,2022-11
건축과,안전관리과,4,세금 징수 자동화,2022-11
교통행정과,복지정책과,3,교통 정보 시스템,2022-11
문화체육과,환경관리과,6,환경 모니터링,2022-11
세무과,환경관리과,6,복지 통합 플랫폼,2022-11
복지정책과,기획재정과,6,일자리 창출,2022-11
세무과,안전관리과,4,환경 모니터링,2022-11
환경관리과,보건위생과,3,도시 재생 사업,2022-11
일자리경제과,보건위생과,3,스마트시티 구축,2022-11
건축과,도시계획과,7,복지 통합 플랫폼,2022-11
안전관리과,복지정책과,5,문화 행사 기획,2022-11
건축과,문화체육과,7,스마트시티 구축,2022-11
도시계획과,행정지원과,4,보건 데이터 연계,2022-11
도시계획과,보건위생과,5,세금 징수 자동화,2022-11
건축과,행정지원과,7,복지 통합 플랫폼,2022-11
복지정책과,건축과,3,환경 모니터링,2022-11
복지정책과,건축과,2,문화 행사 기획,2022-11
도시계획과,일자리경제과,5,보건 데이터 연계,2022-11
안전관리과,복지정책과,4,보건 데이터 연계,2022-11
행정지원과,보건위생과,6,스마트시티 구축,2022-11
환경관리과,일자리경제과,2,문화 행사 기획,2022-11
환경관리과,건축과,7,일자리 창출,2022-11
행정지원과,문화체육과,6,복지 통합 플랫폼,2022-11
일자리경제과,문화체육과,5,일자리 창출,2022-11
세무과,건축과,4,도시 재생 사업,2022-11
문화체육과,안전관리과,7,일자리 창출,2022-11
일자리경제과,복지정책과,4,안전 관리 체계,2022-11
건축과,세무과,5,일자리 창출,2022-12
도시계획과,기획재정과,2,환경 모니터링,2022-12
환경관리과,보건위생과,3,복지 통합 플랫폼,2022-12
교통행정과,도시계획과,5,도시 재생 사업,2022-12
일자리경제과,행정지원과,5,환경 모니터링,2022-12
행정지원과,안전관리과,2,일자리 창출,2022-12
안전관리과,도시계획과,7,교통 정보 시스템,2022-12
보건위생과,문화체육과,4,건축 인허가 간소화,2022-12
건축과,문화체육과,4,문화 행사 기획,2022-12
일자리경제과,복지정책과,2,안전 관리 체계,2022-12
환경관리과,도시계획과,2,건축 인허가 간소화,2022-12
일자리경제과,복지정책과,3,환경 모니터링,2022-12
복지정책과,세무과,5,일자리 창출,2022-12
행정지원과,문화체육과,6,도시 재생 사업,2022-12
건축과,복지정책과,7,교통 정보 시스템,2022-12
복지정책과,안전관리과,2,환경 모니터링,2022-12
교통행정과,행정지원과,4,건축 인허가 간소화,2022-12
안전관리과,세무과,4,도시 재생 사업,2022-12
보건위생과,교통행정과,3,일자리 창출,2022-12
건축과,문화체육과,5,스마트시티 구축,2022-12
세무과,도시계획과,7,안전 관리 체계,2022-12
교통행정과,도시계획과,7,보건 데이터 연계,2022-12
안전관리과,도시계획과,6,문화 행사 기획,2022-12
도시계획과,환경관리과,6,스마트시티 구축,2022-12
안전관리과,도시계획과,4,보건 데이터 연계,2022-12
복지정책과,보건위생과,3,도시 재생 사업,2022-12
건축과,도시계획과,5,일자리 창출,2022-12
기획재정과,건축과,4,복지 통합 플랫폼,2022-12
보건위생과,일자리경제과,3,복지 통합 플랫폼,2022-12
세무과,행정지원과,4,문화 행사 기획,2022-12
보건위생과,복지정책과,2,건축 인허가 간소화,2023-01
행정지원과,도시계획과,6,안전 관리 체계,2023-01
일자리경제과,건축과,5,문화 행사 기획,2023-01
행정지원과,복지정책과,7,안전 관리 체계,2023-01
일자리경제과,기획재정과,2,안전 관리 체계,2023-01
보건위생과,환경관리과,6,문화 행사 기획,2023-01
안전관리과,환경관리과,7,일자리 창출,2023-01
일자리경제과,복지정책과,2,도시 재생 사업,2023-01
일자리경제과,도시계획과,6,도시 재생 사업,2023-01
행정지원과,안전관리과,3,교통 정보 시스템,2023-01
보건위생과,교통행정과,6,세금 징수 자동화,2023-01
건축과,보건위생과,6,보건 데이터 연계,2023-01
행정지원과,문화체육과,5,건축 인허가 간소화,2023-01
도시계획과,문화체육과,7,일자리 창출,2023-01
복지정책과,환경관리과,6,보건 데이터 연계,2023-01
복지정책과,문화체육과,4,스마트시티 구축,2023-01
기획재정과,문화체육과,7,문화 행사 기획,2023-01
복지정책과,보건위생과,2,세금 징수 자동화,2023-01
안전관리과,기획재정과,5,복지 통합 플랫폼,2023-01
안전관리과,문화체육과,4,보건 데이터 연계,2023-01
환경관리과,건축과,3,복지 통합 플랫폼,2023-01
도시계획과,기획재정과,3,안전 관리 체계,2023-01
일자리경제과,보건위생과,2,건축 인허가 간소화,2023-01
세무과,보건위생과,4,문화 행사 기획,2023-01
세무과,복지정책과,2,환경 모니터링,2023-01
세무과,일자리경제과,3,안전 관리 체계,2023-01
세무과,건축과,4,세금 징수 자동화,2023-01
건축과,도시계획과,3,도시 재생 사업,2023-01
건축과,도시계획과,2,세금 징수 자동화,2023-01
일자리경제과,도시계획과,2,도시 재생 사업,2023-01
기획재정과,안전관리과,2,안전 관리 체계,2023-01
건축과,복지정책과,6,보건 데이터 연계,2023-01
복지정책과,환경관리과,3,스마트시티 구축,2023-01
행정지원과,환경관리과,3,교통 정보 시스템,2023-01
환경관리과,교통행정과,6,도시 재생 사업,2023-01
환경관리과,안전관리과,3,세금 징수 자동화,2023-01
문화체육과,기획재정과,3,안전 관리 체계,2023-01
보건위생과,건축과,3,안전 관리 체계,2023-01
일자리경제과,세무과,4,스마트시티 구축,2023-01
문화체육과,세무과,6,스마트시티 구축,2023-01
교통행정과,세무과,6,건축 인허가 간소화,2023-01
기획재정과,문화체육과,4,복지 통합 플랫폼,2023-01
기획재정과,안전관리과,5,세금 징수 자동화,2023-01
환경관리과,교통행정과,7,스마트시티 구축,2023-01
세무과,일자리경제과,4,건축 인허가 간소화,2023-01
일자리경제과,기획재정과,3,복지 통합 플랫폼,2023-01
세무과,일자리경제과,2,환경 모니터링,2023-01
환경관리과,일자리경제과,3,환경 모니터링,2023-01
보건위생과,행정지원과,4,일자리 창출,2023-02
기획재정과,문화체육과,5,건축 인허가 간소화,2023-02
보건위생과,복지정책과,6,문화 행사 기획,2023-02
문화체육과,일자리경제과,7,일자리 창출,2023-02
행정지원과,교통행정과,6,복지 통합 플랫폼,2023-02
도시계획과,기획재정과,6,일자리 창출,2023-02
환경관리과,안전관리과,4,건축 인허가 간소화,2023-02
건축과,환경관리과,2,환경 모니터링,2023-02
교통행정과,보건위생과,7,보건 데이터 연계,2023-02
도시계획과,건축과,4,세금 징수 자동화,2023-02
안전관리과,복지정책과,3,안전 관리 체계,2023-02
기획재정과,일자리경제과,3,복지 통합 플랫폼,2023-02
건축과,문화체육과,3,세금 징수 자동화,2023-02
도시계획과,안전관리과,2,안전 관리 체계,2023-02
환경관리과,교통행정과,7,도시 재생 사업,2023-02
문화체육과,기획재정과,5,건축 인허가 간소화,2023-02
안전관리과,교통행정과,7,도시 재생 사업,2023-02
환경관리과,도시계획과,7,안전 관리 체계,2023-02
보건위생과,기획재정과,6,안전 관리 체계,2023-02
세무과,보건위생과,6,도시 재생 사업,2023-02
안전관리과,복지정책과,5,건축 인허가 간소화,2023-02
세무과,도시계획과,4,건축 인허가 간소화,2023-02
도시계획과,복지정책과,4,문화 행사 기획,2023-02
교통행정과,세무과,4,도시 재생 사업,2023-02
보건위생과,기획재정과,7,교통 정보 시스템,2023-02
행정지원과,일자리경제과,4,건축 인허가 간소화,2023-02
문화체육과,교통행정과,5,안전 관리 체계,2023-02
